2000,1001,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2001,1002,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2002,1003,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2003,1004,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2004,1005,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2005,1006,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2006,1007,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2007,1008,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2008,1009,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2009,1010,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2010,1011,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2011,1012,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2012,1013,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2013,1014,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2014,1015,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2015,1016,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2016,1017,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2017,1018,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2018,1019,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2019,1020,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2020,1021,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2021,1022,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2022,1023,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2023,1024,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2024,1025,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2025,1026,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2026,1027,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2027,1028,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2028,1029,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2029,1030,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2030,1031,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2031,1032,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2032,1033,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2033,1034,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2034,1035,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2035,1036,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2036,1037,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2037,1038,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
2038,1039,10000,1,-1,-,1412103600,1670178694,,10,2,,1,,1,先行解禁,
